Ticker,Name,Category,Class,5Y Sharpe Ratio
IYY,iShares Dow Jones U.S. ETF,Large Blend,Equities,0.1826583454167787
IYZ,iShares U.S. Telecommunications,Communications,Equities,-0.2008392297099135
MDY,SPDR S&P MidCap 400 ETF Trust,Mid-Cap Blend,Equities,0.5759257649684473
OEF,iShares S&P 100 ETF,Large Blend,Equities,-0.0766595736229702
PPH,VanEck Pharmaceutical ETF,Health,Equities,-0.5802795574953294
QQQ,"Invesco QQQ Trust, Series 1",Large Growth,Equities,0.0393750579747844
SLYG,SPDR S&P 600 Small Cap Growth E,Small Growth,Equities,0.1034608405793158
SLYV,SPDR S&P 600 Small Cap Value ET,Small Value,Equities,0.7498857492784918
SMH,VanEck Semiconductor ETF,Technology,Equities,0.0348139763751679
SPTM,SPDR Portfolio S&P 1500 Composi,Large Blend,Equities,0.1383676243364847
SPY,SPDR S&P 500,Large Blend,Equities,0.1265529884930195
SPYG,SPDR Series Trust SPDR Portfoli,Large Growth,Equities,-0.2072805734574369
SPYV,SPDR Series Trust SPDR Portfoli,Large Value,Equities,0.2139144178918527
TLT,iShares 20+ Year Treasury Bond ,Long Government,Fixed Income,0.1891537891605285
XLB,Materials Select Sector SPDR,Natural Resources,Equities,0.5018261700889243
XLE,SPDR Select Sector Fund - Energ,Equity Energy,Equities,0.8603129606947483
XLF,SPDR Select Sector Fund - Finan,Financial,Equities,0.3223665857614294
XLI,SPDR Select Sector Fund - Indus,Industrials,Equities,0.1732595229831661
XLK,SPDR Select Sector Fund - Techn,Technology,Equities,-0.0988636935540877
XLP,SPDR Select Sector Fund - Consu,Consumer Defensive,Equities,-0.2718593973467365
XLU,SPDR Select Sector Fund - Utili,Utilities,Equities,0.2948782889383358
XLV,SPDR Select Sector Fund - Healt,Health,Equities,0.2469861841991187
XLY,SPDR Select Sector Fund - Consu,Consumer Cyclical,Equities,0.1407561557840342
XNTK,SPDR NYSE Technology ETF,Technology,Equities,0.0609962175834778
