Ticker,Name,Category,Class,5Y Sharpe Ratio
MUB,iShares National Muni Bond ETF,Muni National Interm,Fixed Income,0.08867133428312
MUNI,PIMCO Intermediate Municipal Bo,Muni National Interm,Equities,-0.1564713243090601
MVV,ProShares Ultra MidCap400,Trading--Leveraged Equity,Equities,0.9515170811406952
MXI,iShares Global Materials ETF,Natural Resources,Equities,-0.2972927829955728
MYY,ProShares Short MidCap400,Trading--Inverse Equity,Equities,-1.58174171322663
MZZ,ProShares UltraShort MidCap400,Trading--Inverse Equity,Equities,-1.4825469901231818
NLR,VanEck Uranium and Nuclear ETF,Miscellaneous Sector,Equities,0.2097323103870117
NORW,Global X MSCI Norway ETF,Miscellaneous Region,Equities,0.546942999289682
NUGT,Direxion Daily Gold Miners Inde,Trading--Leveraged Equity,Alternatives,-0.9088399804921844
NYF,iShares New York Muni Bond ETF,Muni New York Long,Fixed Income,0.1635333955696314
OEF,iShares S&P 100 ETF,Large Blend,Equities,1.024969900624123
OIH,VanEck Oil Services ETF,Equity Energy,Equities,-0.3258421742942989
ONEQ,Fidelity Nasdaq Composite Index,Large Growth,Equities,1.167804351563673
PBD,Invesco Global Clean Energy ETF,Global Small/Mid Stock,Equities,0.4166346272577386
PBE,Invesco Biotechnology & Genome ,Health,Equities,1.0718405566857143
PBJ,Invesco Food & Beverage ETF,Consumer Defensive,Equities,1.0524437964667157
PBP,Invesco S&P 500 BuyWrite ETF,Derivative Income,Equities,0.5591594908985054
PBW,Invesco WilderHill Clean Energy,Small Growth,Equities,0.0481378319111201
PCEF,Invesco CEF Income Composite ET,Global Moderate Allocation,Blended / Multi-Asset,0.3854087539059452
PCY,Invesco Emerging Markets Sovere,Emerging Markets Bond,Fixed Income,0.2513444504921472
PDN,Invesco RAFI Developed Markets ,Foreign Small/Mid Value,Equities,0.4475301789332682
PDP,Invesco Dorsey Wright Momentum ,Large Growth,Equities,1.098078118348199
PEJ,Invesco Leisure and Entertainme,Consumer Cyclical,Equities,1.1962555393840888
PEY,Invesco High Yield Equity Divid,Mid-Cap Value,Equities,1.0761005706322526
PEZ,Invesco Dorsey Wright Consumer ,Consumer Cyclical,Equities,0.9548664612904734
PFF,iShares Preferred and Income Se,Preferred Stock,Equities,0.8311588750148764
PFI,Invesco Dorsey Wright Financial,Financial,Equities,1.022191714717101
PFM,Invesco Dividend Achievers ETF,Large Value,Equities,0.769957126619481
PGF,Invesco Financial Preferred ETF,Preferred Stock,Equities,1.2666705652011625
PGJ,Invesco Golden Dragon China ETF,China Region,Alternatives,0.5869236359090763
PGX,Invesco Preferred ETF,Preferred Stock,Equities,1.198039743301983
PHB,Invesco Fundamental High Yield ,High Yield Bond,Fixed Income,0.0718741407723572
PHO,Invesco Water Resources ETF,Natural Resources,Equities,0.3372668552386864
PICB,Invesco International Corporate,Global Bond,Fixed Income,-0.1433936223652316
PID,Invesco International Dividend ,Foreign Large Value,Equities,-0.050049121463832
PIE,Invesco Dorsey Wright Emerging ,Diversified Emerging Mkts,Equities,-0.1557633716165576
PIN,Invesco India ETF,India Equity,Equities,0.2125630996230788
PIO,Invesco Global Water ETF,Natural Resources,Equities,0.4870076014752395
PIZ,Invesco Dorsey Wright Developed,Foreign Large Growth,Equities,0.5406602717590125
PJP,Invesco Pharmaceuticals ETF,Health,Equities,1.4082487056071624
PKB,Invesco Building & Construction,Industrials,Equities,0.9357748966482958
PKW,Invesco BuyBack Achievers ETF,Mid-Cap Value,Equities,1.0410999257616067
PNQI,Invesco Nasdaq Internet ETF,Technology,Equities,1.1576070914703604
POWA,Invesco Bloomberg Pricing Power,Large Blend,Equities,0.5740210897857101
PPA,Invesco Aerospace & Defense ETF,Industrials,Equities,1.3245514262534122
PPH,VanEck Pharmaceutical ETF,Health,Equities,1.167628860627449
PRF,Invesco RAFI US 1000 ETF,Large Value,Equities,1.0134368361572037
PRFZ,Invesco RAFI US 1500 Small-Mid ,Small Blend,Equities,0.7647457664979137
PRN,Invesco Dorsey Wright Industria,Industrials,Equities,0.78287532934585
PSCC,Invesco S&P SmallCap Consumer S,Consumer Defensive,Equities,1.0132249682986003
PSCD,Invesco S&P SmallCap Consumer D,Consumer Cyclical,Equities,0.8120537287875855
PSCE,Invesco S&P SmallCap Energy ETF,Equity Energy,Equities,-0.5755417401017001
PSCF,Invesco S&P SmallCap Financials,Financial,Equities,0.8364296111677723
PSCH,Invesco S&P SmallCap Health Car,Health,Equities,1.3049900742819682
PSCI,Invesco S&P SmallCap Industrial,Industrials,Equities,0.6707288479630309
PSCM,Invesco S&P SmallCap Materials ,Natural Resources,Equities,0.2331677760963976
PSCT,Invesco S&P SmallCap Informatio,Technology,Equities,0.967665904189034
PSCU,Invesco S&P SmallCap Utilities ,Utilities,Equities,0.5950345729704308
PSI,Invesco Semiconductors ETF,Technology,Equities,0.8312757295972429
PSK,SPDR ICE Preferred Securities E,Preferred Stock,Equities,0.5921684946627674
PSL,Invesco Dorsey Wright Consumer ,Consumer Defensive,Equities,1.24971579100402
PSP,Invesco Global Listed Private E,Global Small/Mid Stock,Equities,0.7209102755852881
PSQ,ProShares Short QQQ,Trading--Inverse Equity,Equities,-1.87180299944028
PSR,Invesco Active U.S. Real Estate,Real Estate,Alternatives,0.6697970797814877
PST,ProShares UltraShort Lehman 7-1,Trading--Inverse Debt,Equities,-0.8803523777772355
PTF,Invesco Dorsey Wright Technolog,Technology,Equities,0.7696624335025808
PTH,Invesco Dorsey Wright Healthcar,Health,Equities,0.924264431648378
PUI,Invesco Dorsey Wright Utilities,Utilities,Equities,0.7025209494148709
PVI,Invesco Floating Rate Municipal,Muni National Short,Equities,-20.825495625261436
PWB,Invesco Large Cap Growth ETF,Large Growth,Equities,1.4138449813709468
PWV,Invesco Large Cap Value ETF,Large Value,Equities,0.9468596200429475
PWZ,Invesco California AMT-Free Mun,Muni California Long,Equities,0.543510493508154
PXE,Invesco Energy Exploration & Pr,Equity Energy,Equities,0.0502248375273775
PXF,Invesco RAFI Developed Markets ,Foreign Large Value,Equities,0.2722204332845678
PXH,Invesco RAFI Emerging Markets E,Diversified Emerging Mkts,Equities,-0.3771205752775475
PXI,Invesco Dorsey Wright Energy Mo,Equity Energy,Equities,-0.1241266382540593
PXJ,Invesco Oil & Gas Services ETF,Equity Energy,Equities,-0.472366655467934
PYZ,Invesco Dorsey Wright Basic Mat,Natural Resources,Equities,0.621609632885986
PZA,Invesco National AMT-Free Munic,Muni National Long,Equities,0.3977631917186011
PZT,Invesco New York AMT-Free Munic,Muni New York Long,Equities,0.2622360205361789
QABA,First Trust NASDAQ ABA Communit,Financial,Equities,0.8754913943996481
QAI,NYLI Hedge Multi-Strategy Track,Multistrategy,Equities,-0.0823384954293387
QCLN,First Trust NASDAQ Clean Edge G,Miscellaneous Sector,Equities,0.5473747144192681
QID,ProShares UltraShort QQQ,Trading--Inverse Equity,Equities,-1.7724326387200016
QLD,ProShares Ultra QQQ,Trading--Leveraged Equity,Equities,1.2802368696107314
QQEW,First Trust NASDAQ-100 Equal We,Large Growth,Equities,1.0871319410994031
QQQ,"Invesco QQQ Trust, Series 1",Large Growth,Equities,1.2375651510234642
QQXT,First Trust NASDAQ-100 Ex-Techn,Large Blend,Equities,1.22611037937005
QTEC,First Trust NASDAQ-100-Technolo,Technology,Equities,0.8765087411457081
RBLD,First Trust Alerian US NextGen ,Industrials,Equities,0.3121623906041367
RDOG,ALPS ETF Trust ALPS REIT Divide,Real Estate,Alternatives,0.5891670786253254
REK,ProShares Short Real Estate,Trading--Inverse Equity,Alternatives,-1.2974643974231164
REM,iShares Trust iShares Mortgage ,Real Estate,Alternatives,0.2478136656932333
REMX,VanEck Rare Earth and Strategic,Equity Precious Metals,Equities,-1.245029100407156
RETL,Direxion Daily Retail Bull 3X S,Trading--Leveraged Equity,Equities,1.5007393064166277
REW,ProShares UltraShort Technology,Trading--Inverse Equity,Equities,-1.337002199452889
REZ,iShares Residential and Multise,Real Estate,Alternatives,0.6791277373252834
RFG,Invesco S&P Midcap 400 Pure Gro,Mid-Cap Growth,Equities,0.7572044193607806
RFV,Invesco S&P Midcap 400 Pure Val,Small Value,Equities,0.6632703761671364
ROM,ProShares Ultra Technology,Trading--Leveraged Equity,Equities,0.9215061635402716
RPG,Invesco S&P 500 Pure Growth ETF,Large Growth,Equities,1.1637163897893312
RPV,Invesco S&P 500 Pure Value ETF,Mid-Cap Value,Equities,0.9675238721675736
RSP,Invesco S&P 500 Equal Weight ET,Large Blend,Equities,1.0620664412002396
RSPD,Invesco S&P 500 Equal Weight Co,Consumer Cyclical,Equities,1.040760087088228
RSPF,Invesco S&P 500 Equal Weight Fi,Financial,Equities,1.1718007718754342
RSPG,Invesco S&P 500 Equal Weight En,Equity Energy,Equities,-0.2973948914653171
RSPH,Invesco S&P 500 Equal Weight He,Health,Equities,1.6456851308386349
RSPM,Invesco S&P 500 Equal Weight Ma,Natural Resources,Equities,0.4768708530299675
RSPN,Invesco S&P 500 Equal Weight In,Industrials,Equities,0.8901854204302612
RSPS,Invesco S&P 500 Equal Weight Co,Consumer Defensive,Equities,1.44924477216861
RSPT,Invesco S&P 500 Equal Weight Te,Technology,Equities,0.987148081460561
RSPU,Invesco S&P 500 Equal Weight Ut,Utilities,Equities,0.6250814093937459
RTH,VanEck Retail ETF,Consumer Cyclical,Equities,1.4326019417636275
RWJ,Invesco Exchange-Traded Fund Tr,Small Value,Equities,0.7298713889665887
RWK,Invesco Exchange-Traded Fund Tr,Mid-Cap Value,Equities,0.8312606781973139
RWL,Invesco Exchange-Traded Fund Tr,Large Value,Equities,1.1789282314156555
RWM,ProShares Short Russell2000,Trading--Inverse Equity,Equities,-1.325815653531787
RWO,SPDR DJ Wilshire Global Real Es,Global Real Estate,Alternatives,0.6434964489827694
RWR,SPDR DJ Wilshire REIT ETF,Real Estate,Alternatives,0.6855118607215261
RWX,SPDR DJ Wilshire Intl Real Esta,Global Real Estate,Alternatives,0.518222570743621
RXD,ProShares UltraShort Health Car,Trading--Inverse Equity,Equities,-2.2140729544948816
RXI,iShares Global Consumer Discret,Consumer Cyclical,Equities,1.0533295384698187
RXL,ProShares Ultra Health Care,Trading--Leveraged Equity,Equities,1.5588404315574145
RZG,Invesco S&P Smallcap 600 Pure G,Small Growth,Equities,0.7506407458619296
RZV,Invesco S&P Smallcap 600 Pure V,Small Value,Equities,0.5600183992240099
SAA,ProShares Ultra SmallCap600,Trading--Leveraged Equity,Equities,0.925961336319634
SBB,ProShares Short SmallCap600,Trading--Inverse Equity,Equities,-1.543465162918071
SCC,ProShares UltraShort Consumer D,Trading--Inverse Equity,Equities,-2.0515176166813704
SCHA,Schwab U.S. Small-Cap ETF,Small Blend,Equities,0.8335325570377121
SCHB,Schwab U.S. Broad Market ETF,Large Blend,Equities,1.0756434389635077
SCHC,Schwab International Small-Cap ,Foreign Small/Mid Blend,Equities,0.4395368089368751
SCHE,Schwab Emerging Markets Equity ,Diversified Emerging Mkts,Equities,-0.1784828928759154
SCHF,Schwab International Equity ETF,Foreign Large Blend,Equities,0.3421567342036077
SCHG,Schwab U.S. Large-Cap Growth ET,Large Growth,Equities,1.1715485763389744
SCHH,Schwab U.S. REIT ETF,Real Estate,Alternatives,0.6945318281294897
SCHM,Schwab U.S. Mid Cap ETF,Mid-Cap Blend,Equities,1.0040670086514567
SCHO,Schwab Short-Term U.S. Treasury,Short Government,Fixed Income,-4.680629747093452
SCHP,Schwab U.S. TIPs ETF,Inflation-Protected Bond,Fixed Income,-0.6153387255021914
SCHR,Schwab Intermediate-Term U.S. T,Intermediate Government,Equities,-0.5061484727181815
SCHV,Schwab U.S. Large-Cap Value ETF,Large Value,Equities,0.943478775554814
SCHX,Schwab U.S. Large-Cap ETF,Large Blend,Equities,1.0927867924945436
SCJ,iShares MSCI Japan Sm Cap,Japan Stock,Equities,0.5767897730921243
SCZ,iShares MSCI EAFE Small-Cap ETF,Foreign Small/Mid Blend,Equities,0.7182557621618968
SDD,ProShares UltraShort SmallCap60,Trading--Inverse Equity,Equities,-1.42693987464808
SDOW,UltraPro Short Dow30,Trading--Inverse Equity,Equities,-1.3536615466534003
SDP,ProShares UltraShort Utilities,Trading--Inverse Equity,Equities,-0.8908876296657269
SDS,ProShares UltraShort S&P500,Trading--Inverse Equity,Equities,-1.699617103770599
SDY,SPDR S&P Dividend ETF,Mid-Cap Value,Equities,0.856286648651316
SEF,ProShares Short Financials,Trading--Inverse Equity,Equities,-1.8476962409356563
SH,ProShares Short S&P500,Trading--Inverse Equity,Equities,-1.8345048114494624
SHM,SPDR Nuveen ICE Short Term Muni,Muni National Short,Equities,-1.1862472708154592
SHV,iShares Short Treasury Bond ETF,Ultrashort Bond,Fixed Income,-56.71738538870272
SHY,iShares 1-3 Year Treasury Bond ,Short Government,Fixed Income,-4.212780315513389
SIJ,ProShares UltraShort Industrial,Trading--Inverse Equity,Equities,-1.521758540903207
SIL,Global X Silver Miners ETF,Equity Precious Metals,Equities,-0.6716143076007441
SKF,ProShares UltraShort Financials,Trading--Inverse Equity,Equities,-1.7079897527067038
SLX,VanEck Steel ETF,Natural Resources,Equities,-0.7458065723913206
SLYG,SPDR S&P 600 Small Cap Growth E,Small Growth,Equities,0.8002041887461946
SLYV,SPDR S&P 600 Small Cap Value ET,Small Value,Equities,0.6505507488465669
SMB,VanEck ETF Trust VanEck Short M,Muni National Short,Equities,-1.0062180572171493
SMDD,UltraPro Short MidCap400,Trading--Inverse Equity,Equities,-1.4500011480057056
SMH,VanEck Semiconductor ETF,Technology,Equities,0.8499914812861845
SMMU,Short Term Municipal Bond Activ,Muni National Short,Fixed Income,-3.292966922680221
SMN,ProShares UltraShort Materials,Trading--Inverse Equity,Equities,-0.5581382258367635
SMOG,VanEck Low Carbon Energy ETF,Miscellaneous Sector,Equities,0.6358638431714803
SOXL,Direxion Daily Semiconductor Bu,Trading--Leveraged Equity,Equities,0.8683263022924876
SOXS,Direxion Daily Semiconductor Be,Trading--Inverse Equity,Equities,-1.3362384365420756
SOXX,iShares Semiconductor ETF,Technology,Equities,0.8570743806864901
SPAB,SPDR Portfolio Aggregate Bond E,Intermediate Core Bond,Fixed Income,-0.2668346396837512
SPDW,SPDR Portfolio Developed World ,Foreign Large Blend,Equities,0.3516038556932966
SPEM,SPDR Index Shares Fund SPDR Por,Diversified Emerging Mkts,Equities,-0.1125205218395301
SPEU,SPDR Portfolio Europe ETF,Europe Stock,Equities,0.2555954032795443
SPHQ,Invesco S&P 500 Quality ETF,Large Blend,Equities,1.2232567535122796
SPIB,SPDR Portfolio Intermediate Ter,Corporate Bond,Fixed Income,0.0496332681284585
SPIP,SPDR Portfolio TIPS ETF,Inflation-Protected Bond,Fixed Income,-0.5873290614995228
SPLB,SPDR Portfolio Long Term Corpor,Long-Term Bond,Fixed Income,0.0752257820521832
SPLG,SPDR Portfolio S&P 500 ETF,Large Blend,Equities,1.0726123983912168
SPMB,SPDR Portfolio Mortgage Backed ,Intermediate Government,Equities,-0.1862410322772499
SPSB,SPDR Portfolio Short Term Corpo,Short-Term Bond,Fixed Income,-1.0566124759728002
SPTI,SPDR Portfolio Intermediate Ter,Intermediate Government,Equities,-0.8395149288654469
SPTL,SPDR Portfolio Long Term Treasu,Long Government,Equities,0.0197198386431387
SPTM,SPDR Portfolio S&P 1500 Composi,Large Blend,Equities,1.0808820114693014
SPXL,Direxion Daily S&P 500 Bull 3X ,Trading--Leveraged Equity,Equities,1.1606647016470213
SPXS,Direxion Daily S&P 500 Bear 3X,Trading--Inverse Equity,Equities,-1.714601583080054
SPXU,ProShares UltraPro Short S&P500,Trading--Inverse Equity,Equities,-1.6737183880229458
SPY,SPDR S&P 500,Large Blend,Equities,1.0887767665380677
SPYG,SPDR Series Trust SPDR Portfoli,Large Growth,Equities,1.1625746112299495
SPYV,SPDR Series Trust SPDR Portfoli,Large Value,Equities,0.9267008679032548
SQQQ,ProShares UltraPro Short QQQ,Trading--Inverse Equity,Equities,-1.774267316906562
SRS,ProShares UltraShort Real Estat,Trading--Inverse Equity,Equities,-1.1726566737456774
SRTY,ProShares UltraPro Short Russel,Trading--Inverse Equity,Equities,-1.2101965444099276
SSG,ProShares UltraShort Semiconduc,Trading--Inverse Equity,Equities,-1.2523997875990631
SSO,ProShares Ultra S&P500,Trading--Leveraged Equity,Equities,1.170308119777942
STIP,iShares 0-5 Year TIPS Bond ETF,Short-Term Inflation-Protected Bond,Fixed Income,-1.920015059186733
STPZ,PIMCO 1-5 Year U.S. TIPS Index ,Short-Term Inflation-Protected Bond,Fixed Income,-1.5996496149507455
SUB,iShares Short-Term National Mun,Muni National Short,Liquidity,-2.5076604309980333
SUSA,iShares ESG Optimized MSCI USA ,Large Blend,Equities,0.8732743719698672
SVRZF,PURPOSE SILVER BULLION FUND ETF,,Equities,-0.6280867848603057
SZK,ProShares UltraShort Consumer S,Trading--Inverse Equity,Equities,-0.9633226106186704
TAN,Invesco Solar ETF,Miscellaneous Sector,Equities,0.3754749389369588
TBF,ProShares Short 20+ Year Treasu,Trading--Inverse Debt,Equities,-0.6876666439616803
TBT,ProShares UltraShort Lehman 20 ,Trading--Inverse Debt,Equities,-0.5443719820267694
TECL,Direxion Technology Bull 3X Sha,Trading--Leveraged Equity,Equities,0.9911380225138764
TECS,Direxion Technology Bear 3X Sha,Trading--Inverse Equity,Equities,-1.470060641741888
TFI,SPDR Nuveen ICE Municipal Bond ,Muni National Long,Fixed Income,0.1122986470962775
THD,iShares Inc iShares MSCI Thaila,Miscellaneous Region,Equities,0.0500322082437761
TIP,iShares TIPS Bond ETF,Inflation-Protected Bond,Fixed Income,-0.5964980159896781
TIPZ,PIMCO Broad U.S. TIPS Index Exc,Inflation-Protected Bond,Fixed Income,-0.6110731056775007
TLH,iShares 10-20 Year Treasury Bon,Long Government,Fixed Income,-0.0463888576101496
TLT,iShares 20+ Year Treasury Bond ,Long Government,Fixed Income,0.0290902217635612
TMF,Direxion Daily 20-Yr Treasury B,Trading--Leveraged Debt,Fixed Income,0.128198253617718
TMV,Direxion Daily 20-Year Treasury,Trading--Inverse Debt,Fixed Income,-0.5565823119853595
TNA,Direxion Small Cap Bull 3X Shar,Trading--Leveraged Equity,Equities,0.7795824674798338
TOK,iShares MSCI Kokusai ETF,Global Large-Stock Blend,Equities,0.6869093933224939
TPZ,Tortoise Essential Energy Fund,Equity Energy,Equities,-0.2580101470683832
TQQQ,ProShares UltraPro QQQ,Trading--Leveraged Equity,Equities,1.291147210308376
TUR,iShares MSCI Turkey ETF,Miscellaneous Region,Equities,-0.0053381357064212
TWM,ProShares UltraShort Russell200,Trading--Inverse Equity,Equities,-1.2294752192436833
TYD,Direxion Daily 10-Yr Treasury B,Trading--Leveraged Debt,Fixed Income,0.1297198316227485
TYO,Direxion Daily 10-Yr Treasury B,Trading--Inverse Debt,Fixed Income,-0.9117880179268848
TZA,Direxion Small Cap Bear 3X Shar,Trading--Inverse Equity,Equities,-1.2481821994698297
UBR,ProShares Ultra MSCI Brazil Cap,Trading--Leveraged Equity,Equities,-0.7701162360638664
UBT,ProShares Ultra 20+ Year Treasu,Trading--Leveraged Debt,Equities,0.0984395917238977
UCC,ProShares Ultra Consumer Discre,Trading--Leveraged Equity,Equities,1.4924878706697278
UDOW,ProShares UltraPro Dow30,Trading--Leveraged Equity,Equities,0.92671081369012
UGE,ProShares Ultra Consumer Staple,Trading--Leveraged Equity,Equities,1.1496328199180188
UMDD,UltraPro MidCap400,Trading--Leveraged Equity,Equities,0.991745894936042
UPGD,Invesco Bloomberg Analyst Ratin,Mid-Cap Blend,Equities,0.7514384358726749
UPRO,ProShares UltraPro S&P 500,Trading--Leveraged Equity,Equities,1.1852357402968887
UPV,ProShares Ultra FTSE Europe,Trading--Leveraged Equity,Equities,0.4825569911400653
UPW,ProShares Ultra Utilities,Trading--Leveraged Equity,Equities,0.5728588183137864
URA,Global X Uranium ETF,Natural Resources,Equities,-0.8108166875695758
URE,ProShares Ultra Real Estate,Trading--Leveraged Equity,Alternatives,0.7416719588136143
URTY,ProShares UltraPro Russell2000,Trading--Leveraged Equity,Equities,0.79512345333951
USD,ProShares Ultra Semiconductors,Trading--Leveraged Equity,Equities,0.7945239910327951
USIG,iShares Broad USD Investment Gr,Corporate Bond,Fixed Income,-0.0260955030341689
USRT,iShares Core U.S. REIT ETF,Real Estate,Alternatives,0.6337387807989994
UST,ProShares Ultra 7-10 Year Treas,Trading--Leveraged Debt,Equities,0.0339092697538798
UWM,ProShares Ultra Russell2000,Trading--Leveraged Equity,Equities,0.7732259870828184
UXI,ProShares Ultra Industrials,Trading--Leveraged Equity,Equities,0.9542149394681166
UYG,ProShares Ultra Financials,Trading--Leveraged Equity,Equities,1.2352263087334887
UYM,ProShares Ultra Materials,Trading--Leveraged Equity,Equities,0.1981570071759028
VAW,Vanguard Materials ETF,Natural Resources,Equities,0.3991530427720128
VB,Vanguard Small-Cap ETF,Small Blend,Equities,0.8569320863214789
VBK,Vanguard Small-Cap Growth ETF,Small Growth,Equities,0.7945467219321357
VBR,Vanguard Small-Cap Value ETF,Small Value,Equities,0.8874313463392033
VCIT,Vanguard Intermediate-Term Corp,Corporate Bond,Fixed Income,0.2307827387267552
VCLT,Vanguard Long-Term Corporate Bo,Long-Term Bond,Fixed Income,0.123548041672896
VCR,Vanguard Consumer Discretion ET,Consumer Cyclical,Equities,1.2530028674912523
VCSH,Vanguard Short-Term Corporate B,Short-Term Bond,Fixed Income,-0.3339818676821097
VDC,Vanguard Consumer Staples ETF,Consumer Defensive,Equities,1.0823848659918291
VDE,Vanguard Energy ETF,Equity Energy,Equities,-0.2218494546188753
VEA,Vanguard FTSE Developed Markets,Foreign Large Blend,Equities,0.4336932372039694
VEU,Vanguard FTSE All World Ex US E,Foreign Large Blend,Equities,0.270969067020034
VFH,Vanguard Financials ETF,Financial,Equities,1.1349368938347142
VGIT,Vanguard Intermediate-Term Trea,Intermediate Government,Equities,-0.4665920595180827
VGK,Vanguard FTSEEuropean ETF,Europe Stock,Equities,0.45205618129649
VGLT,Vanguard Long-Term Treasury ETF,Long Government,Fixed Income,0.0283726804078383
VGSH,Vanguard Short-Term Treasury ET,Short Government,Fixed Income,-4.542299139790419
VGT,Vanguard Information Tech ETF,Technology,Equities,0.9589505624438184
VHT,Vanguard Health Care ETF,Health,Equities,1.4832222636622117
VIG,Vanguard Div Appreciation ETF,Large Blend,Equities,0.8253174640191724
VIOG,Vanguard S&P Small-Cap 600 Grow,Small Growth,Equities,0.9207477606971216
VIOO,Vanguard S&P Small-Cap 600 ETF,Small Blend,Equities,0.8282591947079748
VIOV,Vanguard S&P Small-Cap 600 Valu,Small Value,Equities,0.7898512549742008
VIS,Vanguard Industrials ETF,Industrials,Equities,0.9000942820197605
VIXM,ProShares Trust VIX Mid-Term Fu,Trading--Miscellaneous,Equities,-1.4890807238906203
VIXY,ProShares Trust VIX Short-Term ,Trading--Miscellaneous,Liquidity,-1.1208051611421466
VMBS,Vanguard Mortgage-Backed Securi,Intermediate Government,Equities,-0.4240929691318953
VNM,VanEck Vietnam ETF,Miscellaneous Region,Equities,0.1231380966609769
VNQ,Vanguard Real Estate ETF,Real Estate,Alternatives,0.6594119882052614
VNQI,Vanguard Global ex-U.S. Real Es,Global Real Estate,Alternatives,0.5229527482197825
VO,Vanguard Mid-Cap ETF,Mid-Cap Blend,Equities,1.027481938241014
VOE,Vanguard Mid-Cap Value ETF,Mid-Cap Value,Equities,1.0957827565082556
VONE,Vanguard Russell 1000 ETF,Large Blend,Equities,1.065531453590523
VONG,Vanguard Russell 1000 Growth ET,Large Growth,Equities,1.1309347366405282
VONV,Vanguard Russell 1000 Value ETF,Large Value,Equities,0.952150107378578
VOO,Vanguard S&P 500 ETF,Large Blend,Equities,1.0758527962834925
VOOG,Vanguard S&P 500 Growth ETF,Large Growth,Equities,1.191049440175023
VOOV,Vanguard S&P 500 Value ETF,Large Value,Equities,0.964857302104797
VOT,Vanguard Mid-Cap Growth ETF,Mid-Cap Growth,Equities,0.9450235702265268
VOX,Vanguard Communication Services,Communications,Equities,0.659408222873732
VPL,Vanguard FTSE Pacific ETF,Diversified Pacific/Asia,Equities,0.3925445643476565
VPU,Vanguard Utilities ETF,Utilities,Equities,0.4745683740357922
VSS,Vanguard FTSE All-Wld ex-US SmC,Foreign Small/Mid Blend,Equities,0.3983607570076512
VT,Vanguard Total World Stock Inde,Global Large-Stock Blend,Equities,0.6319899433304847
VTHR,Vanguard Russell 3000 ETF,Large Blend,Equities,1.0325050991023133
VTI,Vanguard Total Stock Market ETF,Large Blend,Equities,1.0652789463395091
VTV,Vanguard Value ETF,Large Value,Equities,1.0411413755565042
VTWG,Vanguard Russell 2000 Growth ET,Small Growth,Equities,0.78500844241441
VTWO,Vanguard Russell 2000 ETF,Small Blend,Equities,0.7305824787698023
VTWV,Vanguard Russell 2000 Value ETF,Small Value,Equities,0.6163563786425414
VUG,Vanguard Growth ETF,Large Growth,Equities,1.0683361598169796
VV,Vanguard Large-Cap ETF,Large Blend,Equities,1.0939136652716126
VWO,Vanguard FTSE Emerging Markets ,Diversified Emerging Mkts,Equities,-0.1353301470546534
VXF,Vanguard Extended Market ETF,Mid-Cap Blend,Equities,0.8807273199247168
VXUS,Vanguard Total International St,Foreign Large Blend,Equities,0.2792684972569845
VYM,Vanguard High Dividend Yield ET,Large Value,Equities,0.9887509985469128
WIP,SPDR FTSE International Governm,Global Bond,Fixed Income,-0.3956541993039049
WOOD,iShares Global Timber & Forestr,Natural Resources,Equities,0.3983329267637653
WTMF,WisdomTree Managed Futures Stra,Systematic Trend,Equities,-0.7411947402209371
WTRE,WisdomTree New Economy Real Est,Global Real Estate,Alternatives,0.3717757025319411
WTV,WisdomTree U.S. Value Fund,Mid-Cap Value,Equities,0.9380269893574992
XBI,SPDR Series Trust  SPDR S&P Bio,Health,Equities,1.0870750341495192
XES,SPDR Series Trust SPDR S&P Oil ,Equity Energy,Equities,-0.5307913166573043
XHB,SPDR Series Trust SPDR Homebuil,Consumer Cyclical,Equities,0.9542577459550466
XHE,SPDR S&P Health Care Equipment,Health,Equities,0.919714432912722
XLB,Materials Select Sector SPDR,Natural Resources,Equities,0.4412001963908898
XLE,SPDR Select Sector Fund - Energ,Equity Energy,Equities,-0.1575089446046429
XLF,SPDR Select Sector Fund - Finan,Financial,Equities,1.116281498171353
XLG,Invesco S&P 500 Top 50 ETF,Large Blend,Equities,0.9863893842841768
XLI,SPDR Select Sector Fund - Indus,Industrials,Equities,0.9230374041840256
XLK,SPDR Select Sector Fund - Techn,Technology,Equities,0.9960960974830142
XLP,SPDR Select Sector Fund - Consu,Consumer Defensive,Equities,1.045132009239136
XLU,SPDR Select Sector Fund - Utili,Utilities,Equities,0.4649752623348243
XLV,SPDR Select Sector Fund - Healt,Health,Equities,1.5293096296220094
XLY,SPDR Select Sector Fund - Consu,Consumer Cyclical,Equities,1.3286967126741085
XME,SPDR S&P Metals & Mining ETF,Natural Resources,Equities,-1.0710608159600614
XMHQ,Invesco S&P MidCap Quality ETF,Mid-Cap Blend,Equities,0.828768323159278
XMMO,Invesco S&P MidCap Momentum ETF,Mid-Cap Blend,Equities,0.7610765735110037
XMVM,Invesco S&P MidCap Value with M,Small Value,Equities,0.9184819132974774
XNTK,SPDR NYSE Technology ETF,Technology,Equities,0.9839482850090124
XOP,SPDR S&P Oil & Gas Explor & Pro,Equity Energy,Equities,-0.4391354703311539
XPH,SPDR S&P Pharmaceuticals ETF,Health,Equities,0.9218093234669036
XPP,ProShares Ultra FTSE China 50,Trading--Leveraged Equity,Equities,0.178914589353952
XRT,SPDR S&P Retail ETF,Consumer Cyclical,Equities,0.8232977880382625
XSD,SPDR S&P Semiconductor ETF,Technology,Equities,0.8314165139890276
