Ticker,Name,Category,Class,5Y Sharpe Ratio
EET,ProShares Ultra MSCI Emerging M,Trading--Leveraged Equity,Equities,-0.2072419966382133
EEV,ProShares UltraShort MSCI Emerg,Trading--Inverse Equity,Equities,-0.2204399206514658
EFA,iShares MSCI EAFE ETF,Foreign Large Blend,Equities,0.3822816326321825
EFG,iShares MSCI EAFE Growth ETF,Foreign Large Growth,Equities,0.4940975606328261
EFO,ProShares Ultra MSCI EAFE,Trading--Leveraged Equity,Equities,0.4175525769402616
EFU,ProShares UltraShort MSCI EAFE,Trading--Inverse Equity,Equities,-0.8216174752610987
EFV,iShares MSCI EAFE Value ETF,Foreign Large Value,Equities,0.28183313889129
EFZ,ProShares Short MSCI EAFE,Trading--Inverse Equity,Equities,-0.936896198395056
EIDO,iShares MSCI Indonesia ETF,Miscellaneous Region,Equities,-0.3016333320704193
EIRL,iShares Trust iShares MSCI Irel,Miscellaneous Region,Equities,1.2053066392524137
EIS,iShares Inc iShares MSCI Israel,Miscellaneous Region,Equities,0.3867184480049632
ELD,WisdomTree Emerging Markets Loc,Emerging-Markets Local-Currency Bond,Fixed Income,-0.708278180317795
EMB,iShares J.P. Morgan USD Emergin,Emerging Markets Bond,Fixed Income,0.1032542201456218
EMIF,iShares Emerging Markets Infras,Diversified Emerging Mkts,Equities,-0.0028185932865866
EMLC,VanEck J. P. Morgan EM Local Cu,Emerging-Markets Local-Currency Bond,Fixed Income,-0.5801261909073318
ENZL,iShares MSCI New Zealand ETF,Miscellaneous Region,Equities,0.6179026890662233
EPHE,iShares MSCI Philippines ETF,Miscellaneous Region,Equities,0.4774736340085648
EPI,WisdomTree India Earnings Fund,India Equity,Equities,0.280053381377383
EPOL,iShares Trust iShares MSCI Pola,Miscellaneous Region,Equities,-0.0421132160951702
EPP,iShares MSCI Pacific Ex-Japan I,Pacific/Asia ex-Japan Stk,Equities,0.1490569989582436
EPS,WisdomTree U.S. LargeCap Fund,Large Value,Equities,0.9739947174659148
EPU,iShares MSCI Peru and Global Ex,Miscellaneous Region,Equities,-0.7749651388170766
EPV,ProShares UltraShort FTSE Europ,Trading--Inverse Equity,Equities,-0.9287249912388712
EQL,ALPS Equal Sector Weight ETF,Large Value,Equities,0.9914964983539616
EQWL,Invesco S&P 100 Equal Weight ET,Large Value,Equities,1.0209589239552614
ERTH,Invesco MSCI Sustainable Future,Global Large-Stock Growth,Equities,0.4543143380656078
ERX,Direxion Energy Bull 2X Shares,Trading--Leveraged Equity,Equities,-0.1246813693376383
ERY,Direxion Daily Energy Bear 2X S,Trading--Inverse Equity,Equities,-0.2177106852885385
EUFN,iShares MSCI Europe Financials ,Financial,Equities,0.4605386423077978
EUM,ProShares Short MSCI Emerging M,Trading--Inverse Equity,Equities,-0.3044317141123731
EUSA,iShares MSCI USA Equal Weighted,Mid-Cap Blend,Equities,0.9744271161947922
EVX,VanEck Environmental Services E,Industrials,Equities,0.3954413302109228
EWA,iShares MSCI Australia Index Fu,Miscellaneous Region,Equities,0.0571526655207784
EWC,iShares MSCI Canada Index Fund,Miscellaneous Region,Equities,-0.3506124727271595
EWD,iShares Inc iShares MSCI Sweden,Miscellaneous Region,Equities,0.3332648943828127
EWG,iShares MSCI Germany Index Fund,Miscellaneous Region,Equities,0.4767005589102067
EWH,iShares MSCI Hong Kong Index Fu,China Region,Equities,0.4442194122857421
EWI,iShares Inc iShares MSCI Italy ,Miscellaneous Region,Equities,0.2488939865748574
EWJ,iShares MSCI Japan Index Fund,Japan Stock,Equities,0.4627844055948076
EWK,iShares Inc iShares MSCI Belgiu,Miscellaneous Region,Equities,1.069905079146123
EWL,iShares Inc iShares MSCI Switze,Miscellaneous Region,Equities,0.6112484218338408
EWM,iShares MSCI Malaysia Index Fun,Miscellaneous Region,Equities,-0.5663249408894521
EWN,iShares MSCI Netherlands Index ,Miscellaneous Region,Equities,0.5434436390924023
EWO,iShares Inc iShares MSCI Austri,Miscellaneous Region,Equities,0.1998661656178161
EWP,iShares Inc iShares MSCI Spain ,Miscellaneous Region,Equities,0.1500255212826878
EWQ,iShares MSCI France Index Fund,Miscellaneous Region,Equities,0.3916995484333563
EWS,iShares Inc iShares MSCI Singap,Miscellaneous Region,Equities,0.0632428268583129
EWT,iShares Inc iShares MSCI Taiwan,China Region,Equities,0.1847476740509539
EWU,iShares MSCI,Miscellaneous Region,Equities,0.1475593193748879
EWV,ProShares UltraShort MSCI Japan,Trading--Inverse Equity,Equities,-0.941136007131502
EWW,iShares Inc iShares MSCI Mexico,Latin America Stock,Equities,-0.1125130836958259
EWX,SPDR S&P Emerging Markets Small,Diversified Emerging Mkts,Equities,0.1027960768211736
EWY,iShares Inc iShares MSCI South ,Miscellaneous Region,Equities,-0.1065371037197913
EWZ,iShares Inc iShares MSCI Brazil,Latin America Stock,Equities,-0.7719231498573229
EWZS,iShares MSCI Brazil Small-Cap E,Latin America Stock,Equities,-0.9296058788378856
EXI,iShares Global Industrials ETF,Industrials,Equities,0.6520236689145269
EZA,iShares MSCI South Africa Index,Miscellaneous Region,Equities,-0.2724682241690861
EZJ,ProShares Ultra MSCI Japan,Trading--Leveraged Equity,Equities,0.485488448368252
EZM,WisdomTree U.S. MidCap Fund,Small Value,Equities,0.8480632344451077
EZU,iShares MSCI Eurozone ETF,Europe Stock,Equities,0.4083633219494748
FAB,First Trust Multi Cap Value Alp,Mid-Cap Value,Equities,0.6272153070338289
FAD,First Trust Multi Cap Growth Al,Mid-Cap Growth,Equities,0.968819305743353
FAN,First Trust Global Wind Energy ,Miscellaneous Sector,Equities,0.4732453714118712
FAS,Direxion Financial Bull 3X Shar,Trading--Leveraged Equity,Equities,1.2646993854328303
FAZ,Direxion Financial Bear 3X Shar,Trading--Inverse Equity,Equities,-1.7568941737956394
FBT,First Trust Amex Biotech Index ,Health,Equities,1.391229029573154
FCG,First Trust Natural Gas ETF,Equity Energy,Equities,-0.9565652614837866
FDD,First Trust STOXX European Sele,Europe Stock,Equities,0.2120723158307861
FDL,First Trust Morningstar ETF,Large Value,Equities,0.8355055689745302
FDM,First Trust DJ Select MicroCap ,Small Value,Equities,0.8166689707816052
FDN,First Trust DJ Internet Index F,Technology,Equities,1.2229561532318969
FEX,First Trust Large Cap Core Alph,Large Blend,Equities,0.9424254631048872
FEZ,SPDR DJ Euro STOXX 50 Etf,Europe Stock,Equities,0.3299723678480093
FGD,First Trust DJ Global Select Di,Foreign Large Value,Equities,0.1866927223920944
FIW,First Trust Water ETF,Natural Resources,Equities,0.5405764202617876
FNX,First Trust Mid Cap Core AlphaD,Mid-Cap Blend,Equities,0.6566656736110579
FPX,First Trust US Equity Opportuni,Mid-Cap Growth,Equities,1.2931261925536206
FRI,First Trust S&P REIT Index Fund,Real Estate,Alternatives,0.6483422354011721
FTA,First Trust Large Cap Value Alp,Large Value,Equities,0.7187857377992484
FTAG,First Trust Indxx Global Agricu,Natural Resources,Equities,-1.1655022578212473
FTC,First Trust Large Cap Growth Al,Large Growth,Equities,1.1365267119696705
FTCS,First Trust Capital Strength ET,Large Blend,Equities,1.0129753454463803
FTRI,First Trust Indxx Global Natura,Natural Resources,Equities,-0.6921901491668544
FVD,First Trust VL Dividend,Large Value,Equities,1.0547476327677543
FXD,First Trust Cons. Discret. Alph,Consumer Cyclical,Equities,0.9319238975669432
FXG,First Trust Cons. Staples Alpha,Consumer Defensive,Equities,1.2230847515267984
FXH,First Trust Health Care AlphaDE,Health,Equities,1.3333837171878162
FXI,iShares China Large-Cap ETF,China Region,Equities,0.0912595011132088
FXL,First Trust Technology AlphaDEX,Technology,Equities,0.7457789906329022
FXN,First Trust Energy AlphaDEX Fun,Equity Energy,Equities,-0.307871133575364
FXO,First Trust Financials AlphaDEX,Financial,Equities,1.124761481786536
FXP,ProShares Ultrashort FTSE China,Trading--Inverse Equity,Equities,-0.4967602552435649
FXR,First Trust Industrials AlphaDE,Industrials,Equities,0.6733350340709953
FXU,First Trust Utilities AlphaDEX ,Utilities,Equities,0.5390151283047923
FXZ,First Trust Materials AlphaDEX ,Natural Resources,Equities,0.4310300111278043
FYX,First Trust Small Cap Core Alph,Small Blend,Equities,0.5923293912402361
GBF,iShares Government/Credit Bond ,Intermediate Core Bond,Fixed Income,-0.3445764542596805
GCC,WisdomTree EnhancedContinuous C,Commodities Broad Basket,Equities,-1.1648782211939994
GDX,VanEck Gold Miners ETF,Equity Precious Metals,Alternatives,-0.812727629328603
GDXJ,VanEck Junior Gold Miners ETF,Equity Precious Metals,Alternatives,-0.7032649787056471
GGME,Invesco Next Gen Media and Gami,Technology,Equities,0.9928520216609176
GII,SPDR S&P Global Infrastructure ,Infrastructure,Equities,0.2140839549041151
GLIN,VanEck India Growth Leaders ETF,India Equity,Equities,0.2608979446705562
GMF,SPDR S&P Emerging Asia Pacific ,Pacific/Asia ex-Japan Stk,Equities,0.2085945787797679
GNR,SPDR S&P Global Natural Resourc,Natural Resources,Equities,-0.564709711957766
GOEX,Global X Gold Explorers ETF,Equity Precious Metals,Alternatives,-0.7078747923600758
GOVI,Invesco Equal Weight 0-30 Year ,Long Government,Equities,-0.0774356177401911
GRID,First Trust NASDAQ Clean Edge S,Infrastructure,Equities,0.4746975426377901
GRPM,Invesco S&P MidCap 400 GARP ETF,Small Blend,Equities,0.8672286713023911
GSY,Invesco Ultra Short Duration ET,Ultrashort Bond,Fixed Income,-3.363096626464793
GVI,iShares Intermediate Government,Short-Term Bond,Fixed Income,-0.6798509481691872
GWX,SPDR S&P International SmallCap,Foreign Small/Mid Blend,Equities,0.4043865145216377
GXC,SPDR S&P China ETF,China Region,Equities,0.2588759904270193
HAP,VanEck Natural Resources ETF,Natural Resources,Equities,-0.3512423660793583
HBTPF,BETAPRO CRDE OIL INV LEV DLY BR,,Equities,0.6301074336899478
HDGE,Ranger Equity Bear Bear ETF,Trading--Inverse Equity,Equities,-1.4620157562101712
HEDJ,WisdomTree Europe Hedged Equity,Europe Stock,Equities,0.4779872879510899
HNUZF,BETAPRO NAT GAS LEV DAILY BULL ,,Equities,-0.8020823635638616
HYD,VanEck ETF Trust VanEck High Yi,High Yield Muni,Equities,0.4731890379769219
HYG,iShares iBoxx $ High Yield Corp,High Yield Bond,Fixed Income,0.0727365820145502
HZNSF,BETAPRO CDN GLD MN2X DLY BL ETF,,Equities,-0.874392370939334
HZOZF,BETAPRO CRUDE OIL LEV DLY BULL ,,Equities,-1.0101423960894218
IAI,iShares U.S. Broker-Dealers & S,Financial,Equities,1.0031035335371985
IAK,iShares U.S. Insurance ETF,Financial,Equities,1.0353278467005231
IAT,iShares U.S. Regional Banks ETF,Financial,Equities,0.9255731354147138
IBB,iShares Biotechnology ETF,Health,Equities,1.479205756309464
IBND,SPDR Bloomberg International Co,Global Bond,Fixed Income,-0.2556526344786645
ICF,iShares Select U.S. REIT ETF,Real Estate,Alternatives,0.665070702500012
ICLN,iShares Global Clean Energy ETF,Miscellaneous Sector,Equities,0.2759716067322584
IDGT,iShares U.S. Digital Infrastruc,Technology,Equities,0.4197758886228575
IDHQ,Invesco S&P International Devel,Foreign Large Growth,Equities,0.6835572565670708
IDU,iShares U.S. Utilities ETF,Utilities,Equities,0.4659955238555092
IDV,iShares International Select Di,Foreign Large Value,Equities,0.1480489081285586
IDX,VanEck Indonesia Index ETF,Miscellaneous Region,Equities,-0.4023333303530527
IEF,iShares 7-10 Year Treasury Bond,Long Government,Fixed Income,-0.1749570285298191
IEI,iShares 3-7 Year Treasury Bond ,Intermediate Government,Fixed Income,-0.6422099800198589
IEO,iShares U.S. Oil & Gas Explorat,Equity Energy,Equities,-0.1536364729650218
IEUS,iShares MSCI Europe Small-Cap E,Europe Stock,Equities,0.7497305033536634
IEV,iShares Europe ETF,Europe Stock,Equities,0.365208904790116
IEZ,iShares U.S. Oil Equipment & Se,Equity Energy,Equities,-0.3349710222940253
IFGL,iShares International Developed,Global Real Estate,Alternatives,0.4327318474570057
IGE,iShares North American Natural ,Natural Resources,Equities,-0.3801880705164668
IGF,iShares Global Infrastructure E,Infrastructure,Equities,0.2808810703546466
IGIB,iShares 5-10 Year Investment Gr,Corporate Bond,Fixed Income,-0.0962572466682636
IGLB,iShares 10  Year Investment Gra,Long-Term Bond,Fixed Income,0.0328175808199632
IGM,iShares Expanded Tech Sector ET,Technology,Equities,1.0740287350634068
IGOV,iShares International Treasury ,Global Bond,Fixed Income,-0.6413032336536472
IGPT,Invesco AI and Next Gen Softwar,Technology,Equities,0.961523713794034
IGSB,iShares 1-5 Year Investment Gra,Short-Term Bond,Fixed Income,-2.1319534572077976
IGV,iShares Expanded Tech-Software ,Technology,Equities,1.0080028757129489
IHE,iShares U.S. Pharmaceutical ETF,Health,Equities,1.2826797254534568
IHF,iShares U.S. Health Care Provid,Health,Equities,1.299687233972234
IHI,iShares U.S. Medical Devices ET,Health,Equities,1.2306023502893864
IJH,iShares Core S&P Mid-Cap ETF,Mid-Cap Blend,Equities,0.9053606157657744
IJJ,iShares S&P Mid-Cap 400 Value E,Small Value,Equities,0.8439638955007098
IJK,iShares S&P Mid-Cap 400 Growth ,Mid-Cap Growth,Equities,0.919329578352788
IJR,iShares Core S&P Small-Cap ETF,Small Blend,Equities,0.8680471018225919
IJS,iShares S&P SmallCap 600 Value ,Small Value,Equities,0.7765400020786787
IJT,iShares S&P SmallCap 600 Growth,Small Growth,Equities,0.9153079901442436
ILCB,iShares Morningstar Large-Cap E,Large Blend,Equities,1.1349202236768967
ILCG,iShares Morningstar Large-Cap G,Large Growth,Equities,1.1522580315149509
ILCV,iShares Morningstar Large-Cap  ,Large Value,Equities,0.7985706126774191
ILF,iShares Latin America 40 ETF,Latin America Stock,Equities,-0.7258139248161676
ILTB,iShares Core 10  Year USD Bond ,Long-Term Bond,Fixed Income,0.0657757690817312
IMCB,iShares Morningstar Mid-Cap ETF,Mid-Cap Blend,Equities,1.043631815886099
IMCG,iShares Morningstar Mid-Cap Gro,Mid-Cap Growth,Equities,0.904606580204014
IMCV,iShares Morningstar Mid-Cap Val,Mid-Cap Value,Equities,1.085599983522786
INDL,Direxion Daily MSCI India Bull ,Trading--Leveraged Equity,Equities,0.1930024343322188
INDY,iShares India 50 ETF,India Equity,Equities,0.3527313608276909
INITF,ISHARES CORE CAD SHT TRM BD IDX,,Equities,-1.3776651287596549
IOO,iShares Global 100 ETF,Global Large-Stock Blend,Equities,0.5124373026188526
ISCB,iShares Morningstar Small-Cap E,Small Blend,Equities,0.7538637564937055
ISCG,iShares Morningstar Small-Cap G,Small Growth,Equities,0.7829147065183123
ISCV,iShares Morningstar Small-Cap V,Small Value,Equities,0.7489523932969073
ISDXF,ISHARES CORE CDN CORPORATE BD I,,Equities,-1.0546801532769965
ISHG,iShares 1-3 Year International ,Global Bond,Fixed Income,-1.111343803806513
ITA,iShares U.S. Aerospace & Defens,Industrials,Equities,1.2997679731933405
ITB,iShares U.S. Home Construction ,Consumer Cyclical,Equities,1.0044289904503674
ITM,VanEck ETF Trust VanEck Interme,Muni National Interm,Equities,0.163691018211073
ITOT,iShares Core S&P Total U.S. Sto,Large Blend,Equities,1.0976815351364109
IUNSF,ISHARES S&P/TSX CAPPED ENRG IND,,Equities,-0.6805058557371323
IUSG,iShares Core S&P U.S. Growth ET,Large Growth,Equities,1.127412300144499
IUSV,iShares Core S&P U.S. Value ETF,Large Value,Equities,0.984302456868458
IUTSF,ISHARES S&P/TSX 60 INDEX ETF UN,,Equities,-0.2801515433709597
IVE,iShares S&P 500 Value ETF,Large Value,Equities,0.9574363069789328
IVOG,Vanguard S&P Mid-Cap 400 Growth,Mid-Cap Growth,Equities,0.8971227555807694
IVOO,Vanguard S&P Mid-Cap 400 ETF,Mid-Cap Blend,Equities,0.9021403890991396
IVOV,Vanguard S&P Mid-Cap 400 Value ,Small Value,Equities,0.8088461839456097
IVV,iShares Core S&P 500 ETF,Large Blend,Equities,1.0862362446120437
IVW,iShares S&P 500 Growth ETF,Large Growth,Equities,1.166578879891199
IWB,iShares Russell 1000 ETF,Large Blend,Equities,1.122055356018555
IWC,iShares Microcap ETF,Small Blend,Equities,0.7733332624540068
IWD,iShares Russell 1000 Value ETF,Large Value,Equities,1.0093480640637775
IWF,iShares Russell 1000 Growth ETF,Large Growth,Equities,1.148967664322803
IWL,iShares Russell Top 200 ETF,Large Blend,Equities,1.098353191002983
IWM,iShares Russell 2000 ETF,Small Blend,Equities,0.7345344553283855
IWN,iShares Russell 2000 Value ETF,Small Value,Equities,0.6358162177870033
IWO,iShares Russell 2000 Growth ETF,Small Growth,Equities,0.7903533017436777
IWP,iShares Russell Midcap Growth E,Mid-Cap Growth,Equities,0.9880112416644038
IWR,iShares Russell Mid-Cap ETF,Mid-Cap Blend,Equities,1.0349048024939644
IWS,iShares Russell Mid-cap Value E,Mid-Cap Value,Equities,1.0292191283904897
IWV,iShares Russell 3000 ETF,Large Blend,Equities,1.087035753944169
IWX,iShares Russell Top 200 Value E,Large Value,Equities,0.9703119290006847
IWY,iShares Russell Top 200 Growth ,Large Growth,Equities,1.1885939139798918
IXC,iShares Global Energy ETF,Equity Energy,Equities,-0.3666504198807045
IXG,iShares Global Financial ETF,Financial,Equities,0.7101476899774549
IXJ,iShares Global Healthcare ETF,Health,Equities,1.2833594503556918
IXN,iShares Global Tech ETF,Technology,Equities,0.9010754406298276
IXP,iShares Global Comm Services ET,Communications,Equities,0.3359561110335856
IYC,iShares U.S. Consumer Discretio,Consumer Cyclical,Equities,1.411931209127276
IYE,iShares U.S. Energy ETF,Equity Energy,Equities,-0.1960092663999942
IYF,iShares U.S. Financial ETF,Financial,Equities,1.1525468664115113
IYG,iShares U.S. Financial Services,Financial,Equities,1.0853472493347447
IYH,iShares U.S. Healthcare ETF,Health,Equities,1.4891339932135967
IYJ,iShares U.S. Industrials ETF,Industrials,Equities,0.9248571417945824
IYM,iShares U.S. Basic Materials ET,Natural Resources,Equities,0.1580718360368207
IYR,iShares U.S. Real Estate ETF,Real Estate,Alternatives,0.6268249861083084
IYT,iShares Trust iShares U.S. Tran,Industrials,Equities,0.7114878525876833
IYW,iShares U.S. Technology ETF,Technology,Equities,0.8634153573053162
IYY,iShares Dow Jones U.S. ETF,Large Blend,Equities,1.0629677763111838
IYZ,iShares U.S. Telecommunications,Communications,Equities,0.5975277782615852
JNK,SPDR Bloomberg High Yield Bond ,High Yield Bond,Fixed Income,0.0460061244171291
JPXN,iShares JPX-Nikkei 400 ETF,Japan Stock,Equities,0.5120435228438084
JXI,iShares Global Utilities ETF,Utilities,Equities,0.2548093300779294
KBE,SPDR S&P Bank ETF,Financial,Equities,0.8871351744216074
KBWD,Invesco KBW High Dividend Yield,Financial,Equities,0.4680932760950193
KBWP,Invesco KBW Property & Casualty,Financial,Equities,1.482804724351658
KBWY,Invesco KBW Premium Yield Equit,Real Estate,Alternatives,0.6622733430848156
KCE,SPDR S&P Capital Markets ETF,Financial,Equities,0.6932110407671823
KIE,SPDR S&P Insurance ETF,Financial,Equities,1.2280531302868505
KNCT,Invesco Next Gen Connectivity E,Technology,Equities,0.435464090887993
KRE,SPDR S&P Regional Banking ETF,Financial,Equities,0.8701249281677158
KXI,iShares Global Consumer Staples,Consumer Defensive,Equities,0.744389707698512
LIT,Global X Lithium & Battery Tech,Natural Resources,Equities,-0.3421017093145763
LQD,iShares iBoxx $ Investment Grad,Corporate Bond,Fixed Income,0.1433102779172729
LTL,ProShares Ultra Communication S,Trading--Leveraged Equity,Equities,0.5948626208492317
LTPZ,Pimco 15  Year U.S. TIPS Index ,Inflation-Protected Bond,Fixed Income,-0.2462819472670369
MBB,iShares MBS ETF,Intermediate Government,Equities,-0.51841448976589
MDY,SPDR S&P MidCap 400 ETF Trust,Mid-Cap Blend,Equities,0.8932649023097489
MDYG,SPDR S&P 400 Mid Cap Growth ETF,Mid-Cap Growth,Equities,0.9006104880484819
MDYV,SPDR S&P 400 Mid Cap Value ETF ,Small Value,Equities,0.7670751752259508
MGC,Vanguard Mega Cap ETF,Large Blend,Equities,1.0580344487814637
MGK,Vanguard Mega Cap Growth ETF,Large Growth,Equities,1.0767682072554403
MGV,Vanguard Mega Cap Value ETF,Large Value,Equities,1.0211196388913557
MIDU,Direxion Mid Cap Bull 3X Shares,Trading--Leveraged Equity,Equities,1.0050468818610545
MINT,PIMCO Enhanced Short Maturity A,Ultrashort Bond,Fixed Income,-3.909878916307925
MLN,VanEck ETF Trust VanEck Long Mu,Muni National Long,Equities,0.2980265881132605
MNA,NYLI Merger Arbitrage ETF,Event Driven,Equities,0.1592372821157098
MOO,VanEck Agribusiness ETF,Natural Resources,Equities,-0.0350686809190231
